state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (1.0 TO 4.9 ACRES),90
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (5.0 TO 14.9 ACRES),88
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (15.0 TO 24.9 ACRES),43
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (25.0 TO 49.9 ACRES),66
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (50.0 TO 99.9 ACRES),50
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - OPERATIONS WITH AREA NON-BEARING",AREA GROWN: (100 OR MORE ACRES),37
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",,"19,131"
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (0.1 TO 0.9 ACRES),36
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (1.0 TO 4.9 ACRES),140
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (5.0 TO 14.9 ACRES),494
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (15.0 TO 24.9 ACRES),464
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (25.0 TO 49.9 ACRES),"1,117"
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (50.0 TO 99.9 ACRES),"1,890"
US TOTAL,99,,,BLUEBERRIES,"BLUEBERRIES, WILD - ACRES NON-BEARING",AREA GROWN: (100 OR MORE ACRES),"14,990"
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - OPERATIONS WITH AREA GROWN,,329
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - ACRES GROWN,,564
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - OPERATIONS WITH AREA BEARING,,271
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - ACRES BEARING,,521
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - OPERATIONS WITH AREA NON-BEARING,,73
US TOTAL,99,,,BOYSENBERRIES,BOYSENBERRIES - ACRES NON-BEARING,,43
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,,906
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),43
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),139
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),206
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),144
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),143
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),123
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (100 OR MORE ACRES),108
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,,"43,952"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),12
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),418
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"1,895"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,726"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"5,016"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"8,615"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES GROWN,AREA GROWN: (100 OR MORE ACRES),"25,270"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,,877
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),22
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),133
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),204
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),144
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),143
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),123
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (100 OR MORE ACRES),108
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,,"41,432"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),6
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),371
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),"1,754"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),"2,490"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),"4,680"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),"7,980"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES BEARING,AREA GROWN: (100 OR MORE ACRES),"24,151"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,,252
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),24
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),26
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),43
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),42
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),41
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),34
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (100 OR MORE ACRES),42
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,,"2,520"
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),6
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),47
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),141
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),236
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),336
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),635
US TOTAL,99,,,CRANBERRIES,CRANBERRIES - ACRES NON-BEARING,AREA GROWN: (100 OR MORE ACRES),"1,119"
US TOTAL,99,,,CURRANTS,CURRANTS - OPERATIONS WITH AREA GROWN,,797
US TOTAL,99,,,CURRANTS,CURRANTS - ACRES GROWN,,533
US TOTAL,99,,,CURRANTS,CURRANTS - OPERATIONS WITH AREA BEARING,,607
US TOTAL,99,,,CURRANTS,CURRANTS - ACRES BEARING,,429
US TOTAL,99,,,CURRANTS,CURRANTS - OPERATIONS WITH AREA NON-BEARING,,288
US TOTAL,99,,,CURRANTS,CURRANTS - ACRES NON-BEARING,,104
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,,"1,226"
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,065"
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),130
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),19
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),8
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),4
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,,790
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),182
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),191
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),150
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),150
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),117
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,,793
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),675
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),95
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),14
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),5
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),4
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,,498
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),109
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),126
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),103
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),90
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),70
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,,558
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),481
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),63
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),7
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),3
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),4
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,,291
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),73
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),64
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),47
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),60
US TOTAL,99,,,ELDERBERRIES,ELDERBERRIES - ACRES NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),48
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - OPERATIONS WITH AREA GROWN,,125
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - ACRES GROWN,,84
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - OPERATIONS WITH AREA BEARING,,95
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - ACRES BEARING,,62
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - OPERATIONS WITH AREA NON-BEARING,,58
US TOTAL,99,,,LOGANBERRIES,LOGANBERRIES - ACRES NON-BEARING,,22
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,,"7,828"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"6,171"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"1,305"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),201
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),36
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),42
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),35
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (100 OR MORE ACRES),38
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,,"23,254"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,503"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,239"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"1,542"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),668
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"1,450"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"2,230"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES GROWN,AREA GROWN: (100 OR MORE ACRES),"13,622"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,,"6,489"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),"5,047"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),"1,134"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),167
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),26
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),42
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),35
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (100 OR MORE ACRES),38
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,,"20,646"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),"1,161"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),"1,729"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),"1,175"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),473
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),"1,400"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),"2,009"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES BEARING,AREA GROWN: (100 OR MORE ACRES),"12,699"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,,"2,276"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),"1,715"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),437
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),75
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),13
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),10
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),11
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - OPERATIONS WITH AREA NON-BEARING,AREA GROWN: (100 OR MORE ACRES),15
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,,"2,607"
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),343
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),510
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),367
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),195
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),49
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),221
US TOTAL,99,,,RASPBERRIES,RASPBERRIES - ACRES NON-BEARING,AREA GROWN: (100 OR MORE ACRES),922
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - OPERATIONS WITH AREA GROWN",,"2,041"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - ACRES GROWN",,"2,646"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - OPERATIONS WITH AREA BEARING",,"1,676"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - ACRES BEARING",,"2,391"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - OPERATIONS WITH AREA NON-BEARING",,537
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, BLACK - ACRES NON-BEARING",,255
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - OPERATIONS WITH AREA GROWN",,"6,297"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - ACRES GROWN",,"20,223"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - OPERATIONS WITH AREA BEARING",,"5,205"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - ACRES BEARING",,"17,963"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - OPERATIONS WITH AREA NON-BEARING",,"1,826"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, RED - ACRES NON-BEARING",,"2,259"
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - OPERATIONS WITH AREA GROWN",,818
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - ACRES GROWN",,385
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - OPERATIONS WITH AREA BEARING",,659
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - ACRES BEARING",,291
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - OPERATIONS WITH AREA NON-BEARING",,240
US TOTAL,99,,,RASPBERRIES,"RASPBERRIES, (EXCL BLACK & RED) - ACRES NON-BEARING",,93
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,,"8,964"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"5,874"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"2,107"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),565
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),129
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),96
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),63
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA GROWN,AREA GROWN: (100 OR MORE ACRES),130
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,,"60,162"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (0.1 TO 0.9 ACRES),"1,333"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (1.0 TO 4.9 ACRES),"4,132"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (5.0 TO 14.9 ACRES),"4,331"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (15.0 TO 24.9 ACRES),"2,337"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (25.0 TO 49.9 ACRES),"3,234"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (50.0 TO 99.9 ACRES),"4,416"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES GROWN,AREA GROWN: (100 OR MORE ACRES),"40,380"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,,"7,925"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),"4,934"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),"2,011"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (5.0 TO 14.9 ACRES),562
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (15.0 TO 24.9 ACRES),129
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (25.0 TO 49.9 ACRES),96
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (50.0 TO 99.9 ACRES),63
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - OPERATIONS WITH AREA BEARING,AREA GROWN: (100 OR MORE ACRES),130
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,,"58,117"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN: (0.1 TO 0.9 ACRES),"1,086"
US TOTAL,99,,,STRAWBERRIES,STRAWBERRIES - ACRES BEARING,AREA GROWN: (1.0 TO 4.9 ACRES),"3,596"
